entry_ts,entry_price,exit_ts,exit_price,direction,pnl,ppnl,target,stoploss,reason,symbol
2025-11-12 10:00:00+05:30,2490.7,2025-11-12 10:10:00+05:30,2515.607,long,24.907000000000153,0.010000000000000063,0.01,0.005,target,ADANIENT
2025-11-12 10:05:00+05:30,2503.2,2025-11-12 10:20:00+05:30,2490.6839999999997,long,-12.516000000000075,-0.0050000000000000305,0.01,0.005,stoploss,ADANIENT
2025-11-12 10:10:00+05:30,2512.8,2025-11-12 10:15:00+05:30,2500.2360000000003,long,-12.56399999999985,-0.00499999999999994,0.01,0.005,stoploss,ADANIENT
2025-11-12 10:15:00+05:30,2497.0,2025-11-12 10:45:00+05:30,2484.515,long,-12.485000000000127,-0.005000000000000051,0.01,0.005,stoploss,ADANIENT
2025-11-12 10:20:00+05:30,2499.6,2025-11-12 10:40:00+05:30,2487.102,long,-12.498000000000047,-0.005000000000000019,0.01,0.005,stoploss,ADANIENT
2025-11-12 10:25:00+05:30,2502.5,2025-11-12 10:40:00+05:30,2489.9875,long,-12.512499999999818,-0.004999999999999927,0.01,0.005,stoploss,ADANIENT
2025-11-12 11:05:00+05:30,2496.6,2025-11-12 11:20:00+05:30,2484.1169999999997,long,-12.483000000000175,-0.00500000000000007,0.01,0.005,stoploss,ADANIENT
2025-11-12 11:10:00+05:30,2488.5,2025-11-12 11:20:00+05:30,2476.0575,long,-12.442500000000107,-0.0050000000000000435,0.01,0.005,stoploss,ADANIENT
